CvrNumber,TabulatorNum,BatchId,RecordId,BallotType,PrecinctPortion,President of the United States,Representative in Congress,City Council Member,Mayor,Measure A — Infrastructure Bond,County Assessor,County Treasurer,District Attorney,"Superior Court Judge, Seat 3",Water District Board Member,County Executive,State Senator,Measure C — Local Road Tax,School Board Director,Measure B — Advisory Vote on Library Hours
1520,1,3-1,3038,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1521,1,3-1,3040,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1522,1,3-1,3042,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1523,1,3-1,3044,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1524,1,3-1,3046,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1525,1,3-1,3048,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1526,1,3-1,3050,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1527,1,3-1,3052,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1528,1,3-1,3054,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1529,1,3-1,3056,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1530,1,3-1,3058,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1531,1,3-1,3060,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1532,1,3-1,3062,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1533,1,3-1,3064,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1534,1,3-1,3066,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1535,1,3-1,3068,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1536,1,3-1,3070,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1537,1,3-1,3072,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1538,1,3-1,3074,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1539,1,3-1,3076,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1540,1,3-1,3078,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1541,1,3-1,3080,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1542,1,3-1,3082,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1543,1,3-1,3084,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1544,1,3-1,3086,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1545,1,3-1,3088,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1546,1,3-1,3090,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1547,1,3-1,3092,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1548,1,3-1,3094,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1549,1,3-1,3096,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1550,1,3-1,3098,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1551,1,3-1,3100,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1552,1,3-1,3102,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1553,1,3-1,3104,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1554,1,3-1,3106,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1555,1,3-1,3108,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1556,1,3-1,3110,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1557,1,3-1,3112,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1558,1,3-1,3114,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1559,1,3-1,3116,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1560,1,3-1,3118,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1561,1,3-1,3120,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1562,1,3-1,3122,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1563,1,3-1,3124,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1564,1,3-1,3126,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1565,1,3-1,3128,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1566,1,3-1,3130,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1567,1,3-1,3132,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1568,1,3-1,3134,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1569,1,3-1,3136,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1570,1,3-1,3138,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1571,1,3-1,3140,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1572,1,3-1,3142,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1573,1,3-1,3144,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1574,1,3-1,3146,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1575,1,3-1,3148,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1576,1,3-1,3150,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1577,1,3-1,3152,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1578,1,3-1,3154,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1579,1,3-1,3156,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1580,1,3-1,3158,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1581,1,3-1,3160,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1582,1,3-1,3162,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1583,1,3-1,3164,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1584,1,3-1,3166,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1585,1,3-1,3168,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1586,1,3-1,3170,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1587,1,3-1,3172,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1588,1,3-1,3174,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1589,1,3-1,3176,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1590,1,3-1,3178,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1591,1,3-1,3180,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1592,1,3-1,3182,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1593,1,3-1,3184,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1594,1,3-1,3186,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1595,1,3-1,3188,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1596,1,3-1,3190,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1597,1,3-1,3192,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1598,1,3-1,3194,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1599,1,3-1,3196,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1600,1,3-1,3198,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1601,1,3-1,3200,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1602,1,3-1,3202,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1603,1,3-1,3204,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1604,1,3-1,3206,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1605,1,3-1,3208,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1606,1,3-1,3210,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1607,1,3-1,3212,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1608,1,3-1,3214,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1609,1,3-1,3216,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1610,1,3-1,3218,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1611,1,3-1,3220,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1612,1,3-1,3222,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1613,1,3-1,3224,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1614,1,3-1,3226,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1615,1,3-1,3228,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1616,1,3-1,3230,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1617,1,3-1,3232,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1618,1,3-1,3234,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1619,1,3-1,3236,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1620,1,3-1,3238,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1621,1,3-1,3240,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1622,1,3-1,3242,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1623,1,3-1,3244,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1624,1,3-1,3246,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1625,1,3-1,3248,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1626,1,3-1,3250,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1627,1,3-1,3252,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1628,1,3-1,3254,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1629,1,3-1,3256,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1630,1,3-1,3258,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1631,1,3-1,3260,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1632,1,3-1,3262,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1633,1,3-1,3264,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1634,1,3-1,3266,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1635,1,3-1,3268,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1636,1,3-1,3270,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1637,1,3-1,3272,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
